Date,VN30F1M,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2023-10-16,1146.5,18.98,63.84,30.55,39.73,25.77,83.02,79.08,20.88,13.93,22.73,15.49,71.6,48.22,35.41,11.35,64.62,9.15,21.83,25.06,30.2,15.42,13.62,57.59,45.55,15.21,45.0,102.5,70.66,20.36,26.7
2023-10-17,1134.9,18.86,62.38,30.29,39.64,25.59,79.85,77.53,19.66,14.05,22.55,15.4,71.0,45.93,34.64,11.25,63.71,9.15,21.79,24.55,30.0,15.4,13.38,57.46,44.5,15.05,44.0,102.9,70.29,20.54,27.0
2023-10-18,1125.0,18.52,61.02,29.34,38.97,25.37,79.76,75.53,19.47,14.05,21.82,15.1,68.3,44.35,33.68,11.25,62.25,8.97,21.74,24.63,29.7,15.15,13.18,57.46,43.3,14.89,43.8,104.9,69.44,20.36,26.5
2023-10-19,1112.0,18.31,61.22,29.48,38.35,25.59,78.9,74.53,19.47,14.01,21.55,15.02,66.4,42.66,33.68,11.05,62.25,8.89,21.66,23.5,29.0,14.86,13.1,56.52,42.5,14.72,43.2,105.1,67.09,19.41,26.4
2023-10-20,1117.0,18.4,62.77,29.7,39.11,26.31,79.68,75.71,19.95,14.21,22.14,15.27,69.0,44.35,34.07,11.2,63.8,9.02,21.52,24.44,30.1,15.08,13.38,56.72,44.5,14.8,43.35,105.2,67.94,19.55,26.6
2023-10-23,1104.9,18.31,61.8,29.56,38.63,26.22,78.05,73.35,19.22,14.01,21.82,15.14,66.0,42.66,34.02,11.05,61.8,8.89,21.83,23.89,29.7,14.98,13.34,56.52,44.5,14.56,43.4,103.5,65.97,19.05,26.0
2023-10-24,1112.0,18.4,61.61,30.29,38.87,26.4,78.9,73.89,19.9,14.05,21.82,15.23,66.9,42.66,34.16,11.2,62.98,9.15,22.71,24.24,30.0,15.2,13.62,57.53,44.6,14.93,43.45,103.6,66.06,19.05,26.6
2023-10-25,1109.2,18.4,60.83,29.89,38.97,25.95,77.96,73.17,19.95,14.01,21.86,15.14,66.0,43.16,34.02,11.2,63.07,9.1,22.8,24.04,29.55,15.13,13.58,57.39,44.9,14.76,44.7,102.8,64.84,19.01,26.45
2023-10-26,1060.0,17.72,57.91,29.74,37.25,25.37,74.44,68.71,18.59,13.61,20.73,14.63,61.4,41.67,31.66,10.8,60.34,8.67,22.45,22.41,28.1,14.45,12.97,56.52,41.8,14.0,41.6,99.8,62.96,18.28,24.6
2023-10-27,1068.5,18.1,57.33,30.8,37.68,25.24,74.62,70.62,18.78,13.81,21.23,14.85,57.8,41.67,31.76,11.0,57.51,8.89,22.49,22.99,28.7,14.33,13.14,56.86,39.2,14.6,41.6,99.8,63.9,18.28,22.9
2023-10-30,1039.9,17.89,57.82,30.07,37.35,24.74,72.9,69.71,17.52,13.77,20.91,14.46,58.0,40.18,31.61,10.85,55.42,8.76,22.32,21.47,27.0,13.63,12.97,57.46,39.2,14.2,41.5,98.0,63.52,18.01,23.1
2023-10-31,1039.7,17.98,56.94,29.48,37.11,24.79,71.18,69.71,16.45,13.77,20.91,14.55,58.2,37.4,30.7,10.6,51.68,8.72,22.71,20.1,27.0,13.43,12.81,58.06,39.0,14.44,40.5,99.0,63.9,18.1,22.2
2023-11-01,1047.5,18.14,56.36,29.34,37.2,24.52,73.24,69.98,16.84,13.81,21.77,14.63,59.5,34.82,31.08,10.7,52.32,8.93,22.8,21.2,27.65,13.67,12.81,58.73,38.45,14.52,40.4,104.4,66.15,17.92,22.7
2023-11-02,1087.0,18.73,57.14,30.55,38.73,25.28,76.33,72.07,18.01,14.09,22.95,15.06,62.7,36.71,32.14,11.1,55.96,9.41,22.84,22.56,29.0,14.23,13.3,59.53,39.95,14.97,41.45,104.9,66.62,18.37,23.25
2023-11-03,1087.0,18.52,56.85,30.44,38.54,25.06,74.62,71.98,18.01,14.69,22.82,14.8,63.9,38.64,31.85,11.1,58.24,9.23,21.39,22.56,28.5,15.03,13.01,59.46,40.5,15.01,41.6,106.5,65.78,17.92,24.4
2023-11-06,1106.0,18.65,57.72,30.66,38.82,25.55,75.9,71.89,18.01,14.61,23.41,15.27,64.0,37.75,32.0,11.25,60.34,9.49,22.27,22.64,29.45,15.03,13.46,59.87,41.0,15.25,42.1,107.3,66.72,18.82,24.0
2023-11-07,1095.4,18.56,56.55,30.66,38.54,25.55,75.73,71.71,17.96,14.41,23.45,15.14,62.0,37.9,31.9,11.15,59.34,9.36,21.48,22.13,29.0,14.84,13.42,59.06,40.0,15.09,42.05,106.0,66.53,18.73,23.15
2023-11-08,1134.0,19.15,57.91,31.46,39.11,26.18,79.42,72.8,19.17,15.05,24.5,15.61,63.8,39.29,32.91,11.5,59.34,9.79,21.96,23.65,30.0,15.42,13.99,59.87,41.0,15.65,43.0,113.0,67.09,19.32,23.7
2023-11-09,1125.0,18.94,59.27,31.43,39.11,26.4,79.33,72.8,19.17,15.01,24.27,15.61,62.8,39.98,32.67,11.55,58.24,9.71,21.57,24.08,29.65,15.27,13.87,58.8,42.9,15.57,45.4,108.4,66.44,18.99,24.3
2023-11-10,1108.5,18.82,58.69,30.95,38.73,26.31,78.47,71.62,18.83,15.09,24.09,15.31,61.7,39.09,32.09,11.7,56.88,9.62,20.95,24.04,29.5,15.06,13.78,57.53,42.3,15.33,44.95,109.0,65.4,18.56,23.95
2023-11-13,1107.0,18.86,58.11,30.88,38.68,26.31,78.39,71.89,18.93,15.05,24.73,15.4,62.0,39.68,32.09,11.9,55.87,9.53,20.25,24.55,29.25,14.98,13.99,57.19,41.35,15.49,44.8,108.0,64.56,18.23,23.5
2023-11-14,1120.0,19.07,58.3,31.54,38.92,26.67,79.42,71.98,19.17,15.01,24.55,15.7,62.6,41.17,32.24,11.85,56.51,9.88,20.38,24.79,30.0,15.27,14.11,57.53,41.0,15.81,44.95,107.8,64.74,18.61,24.0
2023-11-15,1134.0,19.53,60.25,32.38,39.02,27.03,79.25,72.89,19.32,15.13,24.55,15.78,65.8,41.57,32.72,11.75,57.6,9.97,20.69,24.94,30.0,15.3,14.35,58.66,41.45,15.85,45.4,108.7,66.44,18.94,24.1
2023-11-16,1125.1,19.57,60.64,32.09,39.4,27.07,79.76,72.8,19.52,15.17,24.73,15.74,66.0,41.17,33.15,11.85,58.52,10.01,20.64,25.22,30.2,15.37,14.19,58.86,41.15,15.81,45.1,108.5,66.06,18.89,23.85
2023-11-17,1105.0,19.07,59.66,31.46,38.97,26.58,78.05,71.62,19.27,14.81,24.09,15.49,64.1,41.07,32.24,11.65,58.06,9.66,20.38,24.59,29.35,15.1,13.78,57.26,38.95,15.45,42.2,105.5,65.78,18.33,22.8
2023-11-20,1102.0,18.9,59.66,31.65,38.92,26.44,77.79,71.26,19.82,14.97,24.23,15.31,63.6,40.23,32.24,11.65,57.42,9.66,20.38,25.29,29.2,15.03,13.95,57.59,38.95,15.33,42.7,105.7,65.12,18.52,22.55
2023-11-21,1111.0,18.98,58.5,32.23,38.92,26.31,78.82,71.89,19.87,14.97,24.59,15.4,64.6,40.58,32.53,11.7,57.51,9.71,20.38,25.41,29.3,14.94,13.83,57.93,39.1,15.37,42.6,106.6,65.31,18.66,22.6
2023-11-22,1112.0,19.07,58.21,31.98,38.97,26.49,79.76,71.89,19.96,14.89,24.73,15.36,64.9,39.49,32.77,11.65,57.88,9.75,20.34,25.68,29.1,15.01,13.87,57.99,39.0,15.49,42.0,108.2,65.21,18.66,22.8
2023-11-23,1080.0,18.65,57.23,31.54,38.63,26.13,77.87,70.07,19.12,14.45,23.5,15.23,63.3,37.01,32.43,11.45,55.05,9.45,20.25,24.12,28.2,14.74,13.78,57.19,39.0,15.17,41.3,105.0,64.56,18.18,22.6
2023-11-24,1084.9,18.52,57.14,32.01,38.4,26.49,78.22,70.53,19.37,14.65,24.0,15.19,61.8,38.25,32.14,11.4,57.42,9.45,20.34,24.98,28.3,14.57,13.78,57.53,39.1,15.17,41.35,106.3,64.18,18.23,22.6
2023-11-27,1076.0,18.35,57.62,31.54,37.96,26.31,77.79,69.89,19.12,14.49,23.91,14.97,60.9,37.7,32.34,11.3,58.61,9.28,20.29,24.2,27.4,14.21,13.5,57.39,39.8,14.89,41.85,106.0,63.99,18.23,22.6
2023-11-28,1087.0,18.4,57.62,32.11,38.69,26.22,78.13,70.07,19.42,14.45,24.27,15.19,61.3,37.7,32.43,11.3,59.15,9.36,20.29,24.51,28.15,14.52,13.58,57.39,40.75,15.09,42.4,106.5,64.37,18.37,22.8
2023-11-29,1092.1,18.52,57.33,32.48,38.79,26.31,78.65,70.8,19.67,14.45,24.55,15.19,62.9,38.49,34.45,11.3,60.34,9.36,20.29,24.67,27.8,14.5,13.66,56.92,41.2,15.17,42.55,106.8,64.27,18.28,23.2
2023-11-30,1076.0,18.44,57.33,32.11,38.11,26.3,78.82,69.62,19.82,14.41,24.14,15.14,60.5,38.2,33.78,11.25,59.24,9.32,19.9,24.44,27.5,14.3,13.78,56.66,41.3,15.09,41.75,102.0,63.33,18.14,22.1
2023-12-01,1090.1,18.44,57.33,32.56,38.79,26.3,79.25,70.71,19.96,14.57,24.45,15.14,61.5,38.44,33.88,11.3,59.24,9.36,19.98,24.98,27.5,14.43,13.87,56.86,40.9,15.29,42.1,105.4,64.27,18.33,22.8
2023-12-04,1107.0,18.73,58.31,32.89,39.08,26.55,80.28,71.89,20.41,14.81,25.0,15.36,62.2,39.63,34.16,11.55,58.97,9.58,20.03,26.23,28.2,14.64,13.95,57.53,41.3,15.45,42.95,105.8,64.65,18.52,23.0
2023-12-05,1099.0,18.61,62.35,32.77,38.89,26.5,81.3,71.89,20.41,14.77,24.77,15.36,61.4,39.68,34.21,11.45,58.33,9.45,19.98,26.0,27.8,14.57,13.83,57.12,40.5,15.45,42.8,105.1,63.99,18.18,22.85
2023-12-06,1111.1,18.73,65.01,33.06,39.13,26.65,81.48,72.62,20.61,14.89,25.09,15.4,62.1,40.63,34.55,11.55,59.43,9.49,19.98,26.23,28.1,14.74,14.15,57.46,40.45,15.49,42.8,105.8,64.37,18.42,22.9
2023-12-07,1112.0,18.82,63.83,33.55,38.69,26.9,80.88,70.89,20.01,14.97,25.09,15.53,63.5,40.53,33.83,11.5,59.79,9.53,19.98,25.65,28.55,14.96,14.23,56.99,39.7,15.57,42.8,105.7,64.27,18.66,22.8
2023-12-08,1112.0,18.82,64.03,34.63,38.64,26.9,80.79,70.62,19.87,15.01,25.18,15.49,66.2,42.26,34.31,11.65,59.79,9.49,19.98,25.45,28.2,15.01,14.15,56.86,39.65,15.61,42.95,104.2,64.84,18.61,23.35
2023-12-11,1117.0,18.82,64.12,34.21,39.13,26.85,81.48,71.26,20.16,15.01,25.0,15.44,67.5,42.16,34.31,11.6,59.7,9.62,19.94,25.53,27.85,14.96,14.07,56.32,41.0,15.49,44.05,104.2,65.78,18.42,23.65
2023-12-12,1118.8,18.9,63.43,34.63,39.18,27.0,83.02,71.16,20.16,15.05,25.41,15.53,66.2,42.16,34.12,11.6,59.24,9.58,19.94,25.45,28.0,15.06,14.07,56.32,41.05,15.49,44.25,104.5,65.21,18.47,23.65
2023-12-13,1107.0,18.73,62.94,34.38,39.57,26.75,81.65,69.98,19.77,15.09,24.86,15.36,65.8,41.37,33.39,11.4,58.33,9.41,19.9,24.98,27.45,14.79,13.78,55.99,40.75,15.37,43.9,105.0,64.09,18.23,23.0
2023-12-14,1103.9,18.9,62.74,34.38,39.23,26.75,82.51,69.98,19.67,15.13,24.59,15.36,65.0,41.27,33.06,11.3,57.42,9.32,19.9,24.98,27.1,14.81,13.7,56.45,40.3,15.25,43.8,105.3,64.27,18.04,22.85
2023-12-15,1099.3,19.11,61.07,34.3,38.59,26.7,82.51,69.16,19.72,15.21,24.36,15.36,63.0,40.43,33.01,11.2,57.24,9.32,19.9,24.83,27.1,14.84,13.74,54.98,39.9,15.17,43.7,103.0,63.99,17.76,22.55
2023-12-18,1082.0,19.15,59.79,33.88,38.16,26.05,80.62,68.71,19.27,14.73,24.18,15.31,62.9,39.29,32.62,11.1,56.05,9.23,19.9,24.75,26.3,14.57,13.7,54.52,39.9,14.97,43.2,105.0,62.96,17.47,22.6
2023-12-19,1091.3,19.36,60.09,34.05,38.3,26.5,81.13,68.25,19.42,15.17,24.73,15.44,62.2,40.33,32.67,11.2,56.69,9.23,19.9,25.1,26.6,14.84,13.78,54.31,39.5,15.05,43.2,104.3,62.96,17.38,22.7
2023-12-20,1096.1,19.49,60.38,34.13,38.45,26.55,81.22,68.43,19.57,15.05,24.73,15.44,63.9,42.07,33.11,11.3,56.51,9.23,19.9,25.22,26.95,14.72,13.7,54.25,39.95,15.09,43.25,104.3,63.99,17.33,23.0
2023-12-21,1094.7,19.53,60.87,34.55,38.45,26.55,81.56,67.98,19.72,15.01,24.73,15.44,63.7,42.31,32.72,11.3,56.51,9.19,19.9,25.14,26.6,14.86,13.7,54.11,40.2,15.13,43.2,105.3,63.71,17.28,22.95
2023-12-22,1097.7,19.49,60.87,35.08,38.01,26.45,81.13,67.98,20.06,15.17,24.59,15.57,63.0,42.02,32.53,11.25,56.05,9.23,19.9,25.25,27.2,14.84,13.7,54.11,40.3,15.13,43.15,106.2,63.52,17.23,22.95
2023-12-25,1115.0,19.61,60.97,35.7,38.4,26.9,82.33,69.62,20.01,15.33,24.95,15.66,66.4,42.31,33.35,11.3,56.51,9.28,19.94,25.41,27.5,15.01,13.83,54.72,41.2,15.37,43.4,107.8,63.8,17.57,23.4
2023-12-26,1121.5,19.53,61.37,35.54,38.59,26.8,83.36,69.53,20.11,15.37,25.27,15.7,66.2,42.36,33.15,11.25,57.15,9.23,19.98,25.57,27.5,14.94,13.78,55.38,41.9,15.45,43.55,108.0,63.9,17.57,23.3
2023-12-27,1116.9,19.57,61.66,35.54,38.64,26.85,83.11,69.44,20.06,15.45,25.23,15.66,67.0,42.51,33.15,11.15,56.6,9.28,19.94,25.61,27.4,14.96,14.07,55.32,41.9,15.49,43.6,107.9,63.9,17.57,23.25
2023-12-28,1132.9,19.95,61.76,35.29,38.69,27.1,82.85,69.16,20.11,15.49,25.41,15.78,67.0,42.71,33.2,11.25,56.69,9.32,20.82,25.76,27.6,15.27,14.03,55.38,43.7,15.85,44.45,108.0,64.85,17.85,23.5
2023-12-29,1134.6,20.08,61.96,35.87,38.59,27.1,82.42,68.71,21.0,16.25,25.41,15.87,67.0,42.46,33.2,11.25,57.42,9.32,21.04,25.61,27.95,15.42,14.11,53.71,43.2,15.81,44.6,108.0,63.99,18.23,23.3
2024-01-02,1133.5,20.54,60.97,35.54,38.69,27.2,82.25,68.8,20.76,15.93,24.95,16.04,68.4,42.12,33.25,11.25,57.88,9.45,21.08,25.37,27.75,15.57,14.03,55.85,43.0,15.97,44.0,107.0,64.66,17.9,23.1
2024-01-03,1148.3,21.0,60.58,36.2,38.89,27.6,82.59,69.16,21.4,16.01,25.27,16.29,68.9,42.86,33.59,11.4,57.88,9.71,20.51,25.72,28.5,15.81,14.15,56.52,43.4,16.22,44.15,107.7,65.32,18.14,23.25
2024-01-04,1156.5,21.25,59.89,36.07,39.18,28.6,83.36,69.8,21.2,16.33,25.23,17.1,68.1,42.86,33.78,11.45,58.25,9.88,20.73,26.23,28.6,16.05,14.51,57.46,43.45,16.46,44.15,107.8,65.32,18.37,23.4
2024-01-05,1166.0,21.38,59.59,36.78,39.08,29.0,83.53,70.25,21.6,16.41,25.27,17.44,67.9,43.5,33.88,11.3,57.78,9.97,20.78,26.66,29.3,16.1,14.6,57.66,43.1,16.7,44.1,107.6,65.13,18.23,23.35
2024-01-08,1162.0,21.29,59.4,38.35,39.08,29.55,83.45,69.89,21.3,16.45,25.32,17.61,66.6,42.86,33.97,11.4,57.97,10.1,20.51,26.62,29.2,16.54,14.56,58.06,43.35,16.86,44.35,106.6,64.56,18.28,23.7
2024-01-09,1163.0,21.0,58.71,38.06,39.08,30.0,82.85,69.07,21.2,16.45,25.18,17.74,66.1,42.36,33.35,11.45,57.5,10.1,20.64,26.54,29.2,16.73,14.39,58.73,43.0,16.9,43.9,106.5,64.47,18.18,23.35
2024-01-10,1163.1,21.21,58.31,39.17,39.57,31.0,81.22,68.71,21.4,16.57,24.86,17.78,66.2,41.92,33.54,11.4,56.76,10.35,20.6,26.31,29.45,16.68,15.0,59.87,42.7,16.98,43.6,105.7,63.9,18.61,23.3
2024-01-11,1168.1,21.21,59.49,38.43,41.04,31.0,81.48,69.16,21.0,16.65,25.0,17.57,66.1,42.12,34.12,11.65,57.32,10.44,20.78,26.46,29.5,16.56,15.0,59.73,42.0,17.06,43.65,105.8,64.28,18.66,23.45
2024-01-12,1165.9,21.67,59.0,38.02,40.84,31.5,81.22,68.34,20.21,16.73,24.68,18.17,64.8,41.57,33.63,11.45,57.04,10.61,20.64,26.43,29.9,16.8,15.04,59.33,41.3,16.98,43.0,105.3,63.61,18.66,23.1
2024-01-15,1162.7,21.25,58.61,38.51,40.06,31.4,81.82,68.89,20.36,16.81,24.64,18.25,65.6,42.56,33.35,11.4,56.38,10.48,20.51,25.76,29.8,16.63,14.84,60.2,41.6,17.1,43.05,105.2,63.43,18.37,22.95
2024-01-16,1172.0,21.34,58.51,38.76,40.06,31.4,82.08,68.8,20.76,16.81,25.27,18.29,67.1,43.95,33.44,11.5,56.38,10.53,20.2,26.15,29.9,16.56,15.08,60.2,42.65,17.35,43.15,105.4,63.8,18.47,23.1
2024-01-17,1166.0,21.34,59.0,38.72,40.21,31.15,82.08,68.43,21.0,16.69,25.14,18.29,66.3,44.55,33.25,11.4,56.38,10.35,20.29,26.27,29.7,16.51,14.88,60.8,41.9,17.27,43.2,104.6,63.52,18.33,23.3
2024-01-18,1172.8,21.5,59.4,39.26,40.21,31.5,81.99,68.53,20.91,16.65,25.14,18.46,66.4,45.49,33.2,11.4,56.48,10.4,20.29,26.39,29.8,16.68,14.96,60.94,43.2,17.27,43.35,104.3,63.8,18.52,23.55
2024-01-19,1190.0,21.8,60.28,41.2,40.3,32.6,82.59,69.8,21.1,16.77,25.27,18.76,67.8,45.69,33.54,11.55,57.32,10.48,20.34,26.31,30.3,16.95,15.08,61.94,43.05,17.51,43.3,105.0,64.37,18.71,23.85
2024-01-22,1194.0,22.09,60.28,41.16,40.26,32.65,82.68,69.44,20.86,16.97,25.73,18.8,67.7,45.79,33.44,11.55,56.85,10.48,20.47,26.5,30.25,16.95,15.12,61.54,43.0,17.51,43.3,105.6,64.66,18.8,23.9
2024-01-23,1184.0,21.88,61.07,40.83,39.87,32.2,81.99,69.25,20.71,16.81,25.77,18.68,67.5,45.04,33.54,11.45,56.29,10.44,20.34,26.39,30.5,17.19,15.08,61.2,42.35,17.39,43.1,105.0,64.09,18.71,23.75
2024-01-24,1180.7,21.67,61.07,40.41,39.77,32.0,81.48,68.98,20.71,16.93,25.68,18.63,66.2,44.05,33.35,11.4,56.29,10.53,20.34,26.54,30.75,17.09,14.84,60.94,42.5,17.31,43.15,104.7,63.71,18.66,23.95
2024-01-25,1180.5,21.67,60.68,40.0,39.77,32.05,81.56,68.62,20.71,16.85,25.68,18.63,66.8,44.84,33.2,11.45,54.89,10.57,20.34,26.5,30.5,16.97,14.72,60.87,42.1,17.1,42.8,104.9,63.33,18.66,23.8
2024-01-26,1187.0,22.09,60.87,40.45,39.91,32.1,82.25,68.43,21.25,17.05,25.77,18.72,65.8,44.55,33.2,11.4,53.49,10.66,20.34,26.62,30.3,17.17,14.84,61.54,42.0,17.27,42.8,105.7,63.43,18.75,23.75
2024-01-29,1183.6,21.8,61.17,40.25,40.26,32.3,82.25,69.71,22.29,17.13,25.45,18.85,65.6,44.25,33.39,11.4,54.05,10.61,20.25,26.5,30.35,17.09,14.72,61.0,41.8,17.27,42.65,105.8,63.43,18.75,23.3
2024-01-30,1186.0,21.8,64.32,40.04,40.06,32.2,81.99,69.53,22.74,17.49,25.45,18.8,66.1,45.04,33.44,11.5,53.4,10.61,20.25,26.66,30.7,17.07,14.84,60.87,42.0,17.35,42.7,105.6,63.33,18.71,23.4
2024-01-31,1171.0,21.63,64.32,39.42,39.57,31.6,82.08,68.62,22.19,17.45,25.23,18.51,64.4,44.65,33.3,11.35,52.56,10.01,20.16,26.86,29.9,16.75,14.47,59.2,41.5,17.22,42.5,104.6,63.43,18.42,22.45
2024-02-01,1177.2,21.84,65.01,39.05,40.3,32.05,85.68,68.71,23.73,17.45,25.32,18.63,65.1,45.84,33.3,11.35,53.68,10.01,20.03,27.05,29.8,16.56,14.47,60.07,41.2,17.14,42.35,105.5,63.9,18.18,22.65
2024-02-02,1181.1,22.05,63.53,38.76,40.06,31.7,87.48,68.43,24.37,17.89,25.36,18.51,65.4,47.03,33.3,11.3,53.21,9.88,20.03,27.17,29.9,16.56,14.19,60.4,41.2,16.81,42.1,104.8,63.8,17.85,22.3
2024-02-05,1202.5,23.35,62.55,40.21,40.11,33.9,88.77,68.43,24.82,18.13,25.45,19.53,64.9,47.03,33.25,11.25,53.21,10.14,20.25,27.28,30.6,17.21,14.72,60.2,41.25,17.6,42.2,105.3,64.37,18.23,21.8
2024-02-06,1203.9,23.39,62.84,40.33,40.16,34.4,89.28,68.89,24.97,18.41,25.5,19.61,64.8,46.63,33.39,11.35,53.49,9.97,20.25,27.32,30.8,17.29,14.68,59.87,41.0,17.76,42.3,104.5,63.99,18.33,21.7
2024-02-07,1219.0,23.52,63.04,40.45,40.26,35.5,89.97,68.89,25.12,18.85,25.59,19.99,64.9,46.23,33.44,11.35,53.96,10.05,20.42,27.4,31.1,18.09,15.0,60.2,41.8,18.01,42.4,105.3,63.99,18.61,21.9
2024-02-15,1217.8,22.85,62.74,40.45,40.35,35.0,89.2,68.89,24.72,18.93,26.09,20.55,64.9,45.49,33.97,11.4,54.52,10.27,20.47,27.4,31.25,18.62,15.28,60.13,41.95,18.34,42.55,104.5,63.99,18.8,22.0
2024-02-16,1232.0,23.18,62.65,40.12,41.53,35.25,90.14,69.71,26.4,18.65,26.0,20.42,66.2,45.93,33.97,11.5,54.14,10.27,20.47,27.32,30.8,18.67,15.33,59.93,42.7,18.34,43.95,105.3,66.27,18.85,22.5
2024-02-19,1240.5,23.27,63.34,40.74,42.21,35.4,90.05,72.17,26.55,18.69,26.55,20.38,68.9,46.43,34.89,12.0,54.05,10.35,20.29,27.48,30.7,18.86,15.24,60.33,45.55,18.26,47.0,105.2,68.06,18.8,24.05
2024-02-20,1240.2,23.14,62.84,40.83,41.77,35.2,89.45,71.53,27.94,18.89,26.55,20.29,68.8,46.43,34.74,11.9,54.7,10.23,20.25,27.56,30.7,18.86,15.2,61.07,46.15,18.43,48.5,104.3,67.69,18.61,25.5
2024-02-21,1240.0,23.27,64.81,41.12,41.48,35.55,90.82,70.71,27.89,18.81,26.18,20.42,68.0,45.74,34.4,11.8,54.24,10.27,20.2,27.28,31.5,18.91,15.81,61.0,45.0,18.51,47.25,103.2,67.5,18.75,26.0
2024-02-22,1238.0,23.23,64.12,41.12,41.18,35.7,89.71,70.89,27.69,18.33,25.95,20.38,68.1,44.94,34.5,11.75,54.14,10.44,20.25,27.05,31.05,19.54,15.85,59.87,44.8,18.68,47.6,103.6,67.78,18.71,26.4
2024-02-23,1225.1,22.93,62.35,42.98,40.99,35.2,89.11,69.53,27.3,18.01,25.82,20.33,66.7,43.65,33.78,11.5,53.21,10.23,20.25,26.66,30.65,19.44,15.49,59.46,43.3,18.26,45.2,103.8,67.21,18.52,25.45
2024-02-26,1230.3,23.1,62.35,44.3,41.09,35.65,92.63,69.34,28.53,18.17,26.18,20.42,66.7,44.0,33.88,11.55,52.84,10.14,20.16,27.4,30.5,19.98,15.53,59.87,43.35,18.22,44.6,104.5,67.21,18.28,26.0
2024-02-27,1241.0,23.18,62.35,43.8,41.48,36.15,92.54,70.62,28.63,18.17,27.59,20.63,67.6,44.4,34.31,11.75,52.56,10.27,20.16,28.03,30.75,20.34,15.53,60.94,44.2,18.22,45.15,103.5,68.16,18.37,26.4
2024-02-28,1266.2,23.52,62.45,44.55,41.48,35.95,93.05,70.98,28.63,18.57,27.82,20.76,68.3,44.94,34.84,11.8,53.86,10.27,20.2,28.18,31.4,20.46,16.22,65.15,44.4,18.34,45.6,103.4,68.35,18.89,27.8
2024-02-29,1262.8,23.52,62.35,43.8,41.92,35.55,93.48,70.44,28.34,18.65,28.18,20.55,70.4,45.84,34.5,11.65,54.61,10.18,20.16,28.89,31.55,20.46,16.1,65.08,43.4,18.18,45.0,103.1,68.16,18.89,26.5
2024-03-01,1266.8,23.35,62.65,44.21,41.82,35.6,95.03,70.62,28.88,18.65,28.05,20.42,70.5,46.23,34.55,11.75,54.7,10.27,20.2,29.16,31.95,20.29,16.1,65.08,43.95,18.18,45.25,103.3,67.69,18.66,26.65
2024-03-04,1268.4,23.35,64.42,44.21,42.21,36.0,95.54,70.8,29.53,18.65,28.0,20.59,70.8,47.03,34.6,11.85,54.42,10.23,20.12,29.0,31.75,20.29,15.89,64.21,43.95,18.26,45.25,103.6,68.16,18.61,27.0
2024-03-05,1278.5,23.48,64.52,44.96,42.31,36.45,94.94,71.89,29.43,18.81,28.32,20.93,75.7,49.61,34.6,11.85,54.98,10.23,20.12,29.2,31.9,20.46,15.73,63.88,43.65,18.34,45.3,104.4,69.11,18.75,26.7
2024-03-06,1266.8,23.18,65.21,44.96,42.31,36.1,93.57,72.89,28.63,18.77,28.0,20.93,76.9,48.32,34.89,11.9,57.22,10.18,20.03,28.96,31.55,20.73,15.57,63.95,43.1,18.18,45.3,103.9,67.97,18.42,25.85
2024-03-07,1273.4,23.1,67.97,44.05,43.87,35.8,95.46,73.17,28.83,18.53,28.18,20.76,80.8,48.61,36.09,11.85,56.57,10.27,20.03,29.43,31.3,20.66,15.61,64.08,43.2,18.14,45.6,103.9,68.16,18.47,26.0
2024-03-08,1253.8,22.72,68.26,42.23,43.43,34.5,94.34,72.35,28.73,18.41,27.55,20.08,78.5,47.37,35.41,11.7,56.01,10.1,19.98,28.73,30.65,19.88,15.08,63.61,42.55,17.89,44.8,103.7,66.27,18.04,25.4
2024-03-11,1231.0,22.47,66.09,41.74,42.36,34.15,94.34,70.8,29.28,18.49,27.18,19.53,77.5,46.03,34.6,11.6,55.36,9.84,19.85,28.38,30.2,19.59,15.0,62.94,42.55,17.68,44.35,103.0,66.55,17.61,24.5
2024-03-12,1239.8,22.47,66.88,42.98,42.41,34.5,95.97,70.89,31.31,18.37,27.45,19.65,78.7,46.38,34.98,11.5,55.17,9.75,19.85,28.34,30.25,19.98,15.0,63.14,42.7,17.68,44.15,102.5,66.27,17.61,25.2
2024-03-13,1271.3,23.23,68.16,43.47,42.99,35.15,100.34,71.89,32.0,18.49,28.0,20.29,80.9,48.17,35.7,11.6,55.64,9.97,19.9,29.63,30.85,20.37,15.41,64.21,42.95,18.3,45.0,102.2,67.02,18.09,25.9
2024-03-14,1260.8,22.89,66.88,42.73,42.65,34.45,100.34,73.71,32.5,18.37,27.59,19.95,78.9,46.88,35.94,11.6,54.8,9.88,19.9,29.55,30.45,20.08,15.2,63.55,42.9,18.01,45.95,102.0,66.74,17.85,25.9
2024-03-15,1260.0,22.97,66.49,43.14,42.11,34.75,99.49,74.9,34.28,18.41,27.36,20.25,78.5,46.98,36.23,11.45,54.14,9.84,19.9,29.51,30.5,20.08,15.24,62.88,42.4,18.68,44.4,102.7,65.97,17.71,25.75
2024-03-18,1230.9,22.6,63.63,42.98,41.04,33.3,96.91,72.98,32.25,17.85,26.91,19.74,77.9,45.54,35.13,11.3,52.93,9.62,19.76,28.61,30.25,19.44,14.84,62.21,42.1,18.47,46.1,101.8,65.11,17.28,27.55
